Team1Index,Team1,Team2Index,Team2,score1,score2,scoreDiff
NA,UMass Lowell,NA,UMBC,79,77,2
51,Mount St. Mary's,NA,Wagner,66,60,6
NA,ETSU,NA,Chattanooga,63,53,10
23,Villanova,NA,Providence,52,54,-2
42,LSU,9,Missouri,86,80,6
NA,Towson,NA,Elon,48,69,-21
NA,American,NA,Army West Point,66,89,-23
NA,Southern Utah,NA,Portland St.,73,54,19
NA,Alcorn,NA,Prairie View,69,81,-12
4,Virginia,NA,Louisville,68,58,10
NA,Southern U.,52,Texas Southern,74,80,-6
53,Illinois,20,Ohio St.,73,68,5
NA,UIW,49,Abilene Christian,60,85,-25
6,Southern California,46,UCLA,64,63,1
NA,Missouri St.,12,Drake,69,71,-2
34,Hartford,NA,Vermont,71,65,6
NA,Morgan St.,NA,Delaware St.,75,82,-7
NA,Iowa St.,NA,Kansas St.,56,61,-5
NA,Texas A&M,21,Arkansas,80,87,-7
NA,Old Dominion,NA,Western Ky.,57,60,-3
NA,Butler,5,Creighton,73,93,-20
NA,UAB,31,North Texas,65,61,4
NA,Lamar University,NA,McNeese,60,51,9
NA,Mercer,NA,Wofford,62,61,1
NA,Saint Louis,43,St. Bonaventure,53,71,-18
NA,Duke,26,North Carolina,73,91,-18
NA,South Alabama,NA,Louisiana,68,79,-11
NA,A&M-Corpus Christi,NA,Houston Baptist,94,70,24
NA,SFA,NA,Sam Houston,64,59,5
NA,Alabama St.,NA,Jackson St.,54,79,-25
NA,Arkansas St.,NA,Georgia St.,68,71,-3
NA,Omaha,NA,South Dakota St.,71,84,-13
NA,UC Irvine,NA,Long Beach St.,73,58,15
NA,Hawaii,NA,UC Davis,66,74,-8
NA,Seton Hall,NA,St. John's (NY),71,81,-10
NA,Vanderbilt,NA,Ole Miss,46,56,-10
NA,UNCW,NA,William & Mary,60,73,-13
NA,UC Riverside,NA,CSUN,66,65,1
66,Morehead St.,NA,Belmont,86,71,15
NA,VMI,NA,Furman,91,90,1
NA,Southeastern La.,NA,New Orleans,76,81,-5
NA,Tarleton St.,NA,UTRGV,69,58,11
NA,Cal Poly,13,UC Santa Barbara,54,70,-16
NA,Cal St. Fullerton,NA,UC San Diego,78,85,-7
NA,Troy,NA,Coastal Carolina,68,86,-18
NA,Utah Valley,16,Grand Canyon,64,74,-10
NA,Alabama A&M,NA,Grambling,72,80,-8
NA,Seattle U,NA,California Baptist,76,79,-3
NA,Xavier,NA,Marquette,59,66,-7
NA,New Mexico St.,NA,Dixie St.,68,56,12
NA,LMU (CA),NA,Saint Mary's (CA),47,52,-5
18,App State,NA,Texas St.,76,73,3
NA,Davidson,10,VCU,52,64,-12
NA,Western Ill.,NA,South Dakota,69,86,-17
NA,UNLV,NA,Wyoming,69,80,-11
29,Utah St.,NA,Fresno St.,57,51,6
NA,Delaware,NA,Hofstra,75,83,-8
NA,Memphis,54,Houston,64,67,-3
NA,Campbell,30,Winthrop,53,80,-27
25,Florida,57,Tennessee,54,65,-11
27,Wisconsin,2,Iowa,73,77,-4
NA,Cincinnati,NA,East Carolina,82,69,13
NA,Nebraska,NA,Northwestern,78,79,-1
12,Drake,60,Loyola Chicago,65,75,-10
NA,North Ala.,65,Liberty,75,79,-4
NA,Elon,NA,James Madison,72,71,1
24,Texas Tech,19,Baylor,73,88,-15
35,Michigan,45,Michigan St.,64,70,-6
NA,ETSU,48,UNC Greensboro,65,77,-12
NA,William & Mary,NA,Northeastern,47,63,-16
NA,Louisiana,NA,Georgia St.,73,84,-11
NA,North Dakota,33,Oral Roberts,65,76,-11
NA,Penn St.,44,Maryland,66,61,5
37,Texas,NA,TCU,76,64,12
NA,Mercer,NA,VMI,73,59,14
7,Oregon,64,Oregon St.,80,67,13
18,App State,NA,Coastal Carolina,64,61,3
68,Drexel,NA,Col. of Charleston,80,75,5
NA,Kansas City,NA,North Dakota St.,65,69,-4
NA,Pepperdine,40,BYU,77,82,-5
NA,Elon,NA,Hofstra,76,58,18
NA,Milwaukee,67,Cleveland St.,65,71,-6
33,Oral Roberts,NA,South Dakota St.,90,88,2
NA,Mercer,48,UNC Greensboro,61,69,-8
18,App State,NA,Georgia St.,80,73,7
NA,Rider,NA,Canisius,78,76,2
NA,Saint Mary's (CA),1,Gonzaga,55,78,-23
NA,Northern Ky.,NA,Oakland,58,69,-11
68,Drexel,NA,Northeastern,74,67,7
NA,North Dakota St.,NA,South Dakota,79,75,4
NA,Miami (FL),NA,Pittsburgh,79,73,6
NA,Boston College,NA,Duke,51,86,-35
50,Iona,NA,Quinnipiac,72,48,24
NA,Long Beach St.,NA,CSUN,85,63,22
NA,McNeese,NA,Southeastern La.,68,71,-3
NA,Oakland,67,Cleveland St.,69,80,-11
NA,Elon,68,Drexel,56,63,-7
NA,Wake Forest,NA,Notre Dame,77,80,-3
51,Mount St. Mary's,NA,Bryant,73,68,5
NA,Manhattan,NA,Fairfield,58,59,-1
NA,Southern Miss.,NA,Rice,52,61,-9
40,BYU,1,Gonzaga,78,88,-10
33,Oral Roberts,NA,North Dakota St.,75,72,3
NA,Cal Poly,NA,Cal St. Fullerton,87,82,5
NA,Houston Baptist,NA,UIW,80,68,12
NA,Sacramento St.,NA,Northern Colo.,83,90,-7
NA,NC State,63,Syracuse,68,89,-21
NA,Northern Ariz.,NA,Portland St.,77,66,11
NA,San Jose St.,NA,Wyoming,80,111,-31
NA,Miami (FL),59,Clemson,67,64,3
NA,Ark.-Pine Bluff,NA,Jackson St.,62,74,-12
NA,Marquette,47,Georgetown,49,68,-19
NA,Washington St.,NA,Arizona St.,59,64,-5
NA,Air Force,NA,UNLV,52,80,-28
50,Iona,NA,Siena,55,52,3
NA,Idaho,NA,Montana,64,69,-5
NA,Loyola Maryland,NA,Army West Point,67,63,4
NA,Butler,NA,Xavier,70,69,1
NA,Southeastern La.,NA,New Orleans,63,80,-17
NA,Kansas St.,NA,TCU,71,50,21
NA,Minnesota,NA,Northwestern,51,46,5
NA,Charlotte,NA,UTSA,62,72,-10
NA,Duke,NA,Louisville,70,56,14
NA,Rice,NA,Marshall,72,68,4
NA,Texas A&M,NA,Vanderbilt,68,79,-11
NA,Washington,NA,Utah,95,98,-3
NA,New Mexico,NA,Fresno St.,77,85,-8
NA,Bucknell,32,Colgate,75,105,-30
NA,Fairfield,NA,Monmouth,79,60,19
NA,Nebraska,NA,Penn St.,66,72,-6
NA,Notre Dame,26,North Carolina,59,101,-42
NA,DePaul,NA,Providence,70,62,8
NA,Houston Baptist,NA,Lamar University,52,62,-10
NA,UTEP,NA,Fla. Atlantic,70,76,-6
NA,Mississippi Val.,NA,Prairie View,64,91,-27
NA,Iowa St.,8,Oklahoma,73,79,-6
NA,Middle Tenn.,31,North Texas,56,76,-20
NA,California,NA,Stanford,76,58,18
NA,Ball St.,NA,Toledo,89,91,-2
45,Michigan St.,44,Maryland,57,68,-11
56,Oklahoma St.,55,West Virginia,72,69,3
63,Syracuse,4,Virginia,69,72,-3
47,Georgetown,23,Villanova,72,71,1
NA,Mississippi St.,NA,Kentucky,74,73,1
NA,Temple,NA,South Fla.,71,73,-2
NA,Northern Colo.,NA,Southern Utah,83,91,-8
NA,Long Beach St.,13,UC Santa Barbara,87,95,-8
14,Ohio,NA,Kent St.,85,63,22
NA,Minnesota,20,Ohio St.,75,79,-4
NA,Vanderbilt,25,Florida,63,69,-6
NA,Kansas St.,19,Baylor,68,74,-6
NA,Arizona St.,7,Oregon,73,91,-18
NA,Miami (FL),61,Georgia Tech,66,70,-4
NA,Seton Hall,NA,St. John's (NY),77,69,8
NA,Wyoming,58,San Diego St.,66,69,-3
NA,Tulane,NA,Tulsa,77,70,7
NA,Alcorn,52,Texas Southern,55,78,-23
NA,Montana St.,NA,Idaho St.,71,63,8
NA,Miami (OH),NA,Buffalo,63,74,-11
NA,CSU Bakersfield,NA,UC Davis,56,58,-2
NA,Rider,NA,Saint Peter's,60,75,-15
NA,Nevada,NA,Boise St.,89,82,7
64,Oregon St.,46,UCLA,83,79,4
NA,Morgan St.,NA,Florida A&M,77,75,2
NA,New Orleans,NA,Northwestern St.,79,82,-3
NA,Butler,5,Creighton,56,87,-31
8,Oklahoma,3,Kansas,62,69,-7
NA,UTSA,NA,Western Ky.,67,80,-13
NA,Indiana,62,Rutgers,50,61,-11
NA,Rice,NA,UAB,60,73,-13
NA,Northern Ariz.,15,Eastern Wash.,60,66,-6
NA,Georgia,9,Missouri,70,73,-3
NA,East Carolina,NA,UCF,62,72,-10
NA,Bowling Green,NA,Akron,67,74,-7
NA,Niagara,NA,Marist,67,62,5
NA,Seattle U,NA,California Baptist,83,66,17
NA,Cal Poly,NA,UC Irvine,51,58,-7
26,North Carolina,28,Virginia Tech,81,73,8
NA,Utah,6,Southern California,85,91,-6
NA,Penn St.,27,Wisconsin,74,75,-1
NA,UNLV,29,Utah St.,53,74,-21
NA,Lamar University,NA,Sam Houston,70,69,1
NA,DePaul,41,UConn,60,94,-34
NA,N.C. Central,17,Norfolk St.,58,87,-29
NA,Fla. Atlantic,NA,Louisiana Tech,69,75,-6
NA,Southern U.,NA,Grambling,67,72,-5
NA,South Carolina,NA,Ole Miss,59,76,-17
24,Texas Tech,37,Texas,66,67,-1
31,North Texas,NA,Old Dominion,61,55,6
NA,Montana,NA,Weber St.,80,75,5
NA,Hawaii,NA,UC Riverside,52,62,-10
NA,UTRGV,NA,New Mexico St.,61,77,-16
NA,Fresno St.,NA,Colorado St.,62,72,-10
NA,California,39,Colorado,58,61,-3
NA,UC Riverside,NA,UC Irvine,61,78,-17
NA,Colorado St.,29,Utah St.,50,62,-12
44,Maryland,35,Michigan,66,79,-13
NA,South Fla.,11,Wichita St.,67,68,-1
NA,UAB,NA,Western Ky.,60,64,-4
NA,Mississippi St.,36,Alabama,48,85,-37
20,Ohio St.,22,Purdue,87,78,9
25,Florida,57,Tennessee,66,78,-12
31,North Texas,NA,Louisiana Tech,54,48,6
52,Texas Southern,NA,Jackson St.,84,81,3
NA,Cincinnati,NA,SMU,74,71,3
14,Ohio,NA,Toledo,87,80,7
50,Iona,NA,Niagara,70,64,6
NA,Morgan St.,NA,Coppin St.,82,61,21
NA,Northwestern St.,NA,Nicholls,76,88,-12
47,Georgetown,NA,Seton Hall,66,58,8
62,Rutgers,53,Illinois,68,90,-22
56,Oklahoma St.,19,Baylor,83,74,9
NA,Tulane,54,Houston,52,77,-25
NA,Montana St.,NA,Southern Utah,80,77,3
9,Missouri,21,Arkansas,64,70,-6
NA,Akron,NA,Buffalo,74,81,-7
NA,Fairfield,NA,Saint Peter's,52,47,5
NA,Seattle U,16,Grand Canyon,47,81,-34
64,Oregon St.,7,Oregon,75,64,11
26,North Carolina,38,Florida St.,66,69,-3
27,Wisconsin,2,Iowa,57,62,-5
NA,UC Davis,13,UC Santa Barbara,55,71,-16
NA,Lamar University,49,Abilene Christian,71,93,-22
41,UConn,5,Creighton,56,59,-3
NA,Ole Miss,42,LSU,73,76,-3
NA,Grambling,NA,Prairie View,63,74,-11
NA,Nevada,58,San Diego St.,70,77,-7
NA,Montana,15,Eastern Wash.,50,78,-28
NA,UCF,NA,Memphis,62,70,-8
NA,New Mexico St.,NA,Utah Valley,78,62,16
39,Colorado,6,Southern California,72,70,2
NA,Loyola Maryland,32,Colgate,72,85,-13
10,VCU,43,St. Bonaventure,65,74,-9
42,LSU,36,Alabama,79,80,-1
NA,Cincinnati,54,Houston,54,91,-37
20,Ohio St.,53,Illinois,88,91,-3
